department,catalogNumber,description,catoid,groupEntoid,groupNavoid,groupShortTitle,groupLongTitle
BIOE,4399,Senior Honors Thesis,44,3315,15746,Engineering,Cullen College of Engineering
BIOE,5315,Healthcare Innovations and Entrepreneurship,44,3315,15746,Engineering,Cullen College of Engineering
BIOE,5317,Introduction to Biomedical Imaging,44,3315,15746,Engineering,Cullen College of Engineering
BIOE,5318,Introduction to Biomedical Informatics,44,3315,15746,Engineering,Cullen College of Engineering
BIOE,5319,Introduction to Global Healthcare,44,3315,15746,Engineering,Cullen College of Engineering
BIOE,5320,Introduction to Electromagnetic Imaging,44,3315,15746,Engineering,Cullen College of Engineering
BIOE,5323,Introduction to Regenerative Medicine and Stem Cell Engineering,44,3315,15746,Engineering,Cullen College of Engineering
BIOE,5341,Advanced Biofluid Dynamics,44,3315,15746,Engineering,Cullen College of Engineering
CEA,3201,Computer Programming for Engineers,44,3315,15746,Engineering,Cullen College of Engineering
CEA,3302,Fundamentals of Software Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CEA,3311,Operating Systems for Engineers,44,3315,15746,Engineering,Cullen College of Engineering
CEA,3312,Fundamentals of Computer Architecture,44,3315,15746,Engineering,Cullen College of Engineering
CEA,3323,Data Structures and Algorithms,44,3315,15746,Engineering,Cullen College of Engineering
CEA,3337,Digital Signals and Systems,44,3315,15746,Engineering,Cullen College of Engineering
CEA,3338,Microprocessor Systems,44,3315,15746,Engineering,Cullen College of Engineering
CEA,3421,Introduction to Control Systems,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4321,Database Principles and Applications,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4335,Capstone Design I,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4336,Capstone Design II,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4339,Engineering Applications of Graph Theory,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4341,Pattern Recognition and Machine Learning,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4355,Engineering Data Analytics,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4422,Communications and Networking,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4424,Embedded Computing and Internet of Things,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4442,Robotics and Automation,44,3315,15746,Engineering,Cullen College of Engineering
CEA,4444,Introduction to Cybersecurity,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,1331,Computing for Engineers,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,2331,Chemical Processes,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,2332,Chem Engr Thermodyn I,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3300,Materials Science & Engineering I,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3321,Analytical Methods for Chemical Engineers,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3333,Chemical Engineering Thermodynamics II,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3334,Statistics/Numerical Techniques for Chemical Engineers,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3363,Fluid Mechanics for Chemical Engineers,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3367,Process Modeling and Control,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3369,Chemical Engineering Transport Processes,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3399,Senior Honors Thesis,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3462,Unit Operations,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,3466,Bio & Physical Chemistry,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4198,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4297,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4298,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4321,Chemical Engineering Design I,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4322,Chemical Engineering Design II,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4361,Chm Engr Practices,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4366,Biomolecular Engr Fundamentals,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4367,Chemical Reaction Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4398,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4399,Senior Honors Thesis,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,4498,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5119,Nanotechnology Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5120,Nanomaterials Engineering Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5121,Nanofabrication Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5319,Introduction to Nanotechnology,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5320,Introduction to Nanomaterials Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5321,Nanoscale Design & Fabrication,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5323,Fundamentals of Tissue Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5350,Advanced Oxidation Processes for Aqueous Systems,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5355,Advanced Biomolecular Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5365,Fundamentals of Catalysis,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5367,Advanced Process Control,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5368,Chemical Process Economics I,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5369,Chemical Process Economics II,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5377,Introduction to Polymer Science,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5379,Safety and Reliability,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5383,Advanced Unit Operations,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5384,Petrochemical Processes,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5386,Air Pollution Problems and Control,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5388,Catalytic Processes,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5390,Energy and the Environment,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5393,Cellular and Biological Transport Phenomena,44,3315,15746,Engineering,Cullen College of Engineering
CHEE,5397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,2332,Mechanics of Solids,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,3331,Environmental Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,3332,Engineering Materials,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,3337,Structural Analysis,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,3339,Geotechnical Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,3380,Fundamentals of Plane Surveying,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,3434,Fluid Mechanics and Hydraulic Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4311,Professional Practice in Civil Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4312,Civil Engineering Design Project,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4332,Hydrology,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4333,Water and Wastewater Treatment,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4337,Transportation Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4363,Concrete Design,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4364,Structural Steel Design,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4369,Foundation Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4381,Advanced Geomatics and Geosensing,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4382,Legal Principles and Boundary Surveying,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,4398,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,5362,Water Quality Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,5375,Digital Photogrammetry,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,5380,Introduction to Geomatics and Geosensing,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,5386,Survey Measurements & Analysis,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,5388,Hazardous Waste Processes,44,3315,15746,Engineering,Cullen College of Engineering
CIVE,5397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
CNE,2211,Construction Engineering Fundamentals,44,3315,15746,Engineering,Cullen College of Engineering
CNE,3301,Construction Safety Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CNE,3310,"Construction Scheduling, Planning and Control",44,3315,15746,Engineering,Cullen College of Engineering
CNE,3311,Construction Engineering Equipment and Methods,44,3315,15746,Engineering,Cullen College of Engineering
CNE,3321,Construction Engineering Management,44,3315,15746,Engineering,Cullen College of Engineering
CNE,3322,Legal Aspects of Construction Engineering,44,3315,15746,Engineering,Cullen College of Engineering
CNE,3333,Building Information Modeling,44,3315,15746,Engineering,Cullen College of Engineering
CNE,4312,Construction Engineering Design Project,44,3315,15746,Engineering,Cullen College of Engineering
CNE,4321,Construction Engineering Estimating,44,3315,15746,Engineering,Cullen College of Engineering
COOP,0011,COOP Education Work Period I,44,3315,15746,Engineering,Cullen College of Engineering
COOP,0012,COOP Education Work Period II,44,3315,15746,Engineering,Cullen College of Engineering
COOP,0013,COOP Education Work Period III,44,3315,15746,Engineering,Cullen College of Engineering
COOP,0014,COOP Education Work Period IV,44,3315,15746,Engineering,Cullen College of Engineering
COOP,0015,COOP Education Work Period V,44,3315,15746,Engineering,Cullen College of Engineering
COOP,0016,COOP Education Work Period VI,44,3315,15746,Engineering,Cullen College of Engineering
COOP,0017,COOP Education Work Period VII,44,3315,15746,Engineering,Cullen College of Engineering
ECE,1197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,1397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,2100,Circuit Analysis Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,2197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,2201,Circuit Analysis I,44,3315,15746,Engineering,Cullen College of Engineering
ECE,2202,Circuit Analysis II,44,3315,15746,Engineering,Cullen College of Engineering
ECE,2397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3155,Electronics Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3317,Applied Electromagnetic Waves,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3318,Applied Electricity and Magnetism,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3331,Programming Applications in Electical and Computer Engineering,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3337,Signals and Systems Analysis,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3340,Numerical Methods for Electrical and Computer Engineers,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3355,Electronics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3364,Circuits and Systems,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3366,Introduction to Digital Signal Processing,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3399,Senior Honors Thesis,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3436,Microprocessor Systems,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3441,Digital Logic Design,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3456,Analog Electronics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,3457,Digital Electronics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4113,Energy Conversion Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4115,Control Systems Laboratory I,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4117,Telecommunications Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4119,Solid State Devices Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4198,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4298,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4335,Electrical and Computer Engineering Design I,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4336,Electrical and Computer Engineering Design II,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4339,Physical Principles of Solid State Devices,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4363,Electromechanical Energy Conversion,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4371,Advanced Telecommunications Engineering,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4375,Automatic Control Systems,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4398,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4399,Senior Honors Thesis,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4437,Embedded Microcomputer Systems,44,3315,15746,Engineering,Cullen College of Engineering
ECE,4498,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5113,Microwave Engineering Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5114,Antenna Engineering Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5115,Control Systems Lab II,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5119,Nanotechnology Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5120,Nanomaterials Engineering Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5121,Nanofabrication Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5127,Power Transmission and Distribution Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5180,Power Electronics Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5311,Introduction to Machine Learning,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5317,Microwave Engineering,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5318,Antenna Engineering,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5319,Introduction to Nanotechnology,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5320,Introduction to Nanomaterials Engineering,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5321,Introduction to Nanoscale Design & Fabrication,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5330,Introduction to Robotics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5335,State-Space Control Systems,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5340,Introduction to Well-Logging Techniques,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5346,VLSI Design,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5354,Digital Video,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5356,CMOS Analog Integrated Circuits,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5357,Introduction to Cybersecurity,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5358,Modern Optics and Photonics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5367,Introduction to Computer Architecture and Design,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5377,Power Systems Analysis,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5380,Power Electronics and Electric Drives,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5384,Micro-Nano-Electro-Mechanical Systems and Nano Devices,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5385,Smart Grid Technology,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5388,Renewable Energy Technology,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5436,Advanced Microprocessor Systems,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5440,Advanced Digital Design,44,3315,15746,Engineering,Cullen College of Engineering
ECE,5451,Principles of Internetworking,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1120,Design Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1121,Design Laboratory II,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1130,Engineering Applications I,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1131,Engineering Applications II,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1140,Engineering Applications III,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1141,Engineering Applications IV,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1142,Engineering Applications V,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1150,Engineering Applications VI,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1151,Engineering Applications VII,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1165,Engineering Workshop,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1170,Engineering Applications IX,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1180,Engineering Applications X,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1181,Engineering Applications XI,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1182,Engineering Applications XII,44,3315,15746,Engineering,Cullen College of Engineering
EGRP,1183,Engineering Applications XIII,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,1100,Introduction To Engineering,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,1101,Engineering Success,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,1197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,1331,Computing and Problem Solving for Engineers,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,1397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,2197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,2304,Technical Communications for Engineers,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,2334,Introduction To Thermodynamics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,2397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,3197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,3397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,4197,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,4198,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,4397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
ENGI,4398,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
ENGR,1304,Engineering Graphics I,44,3315,15746,Engineering,Cullen College of Engineering
ENGR,2301,Mechanics I,44,3315,15746,Engineering,Cullen College of Engineering
ENGR,2405,Circuit Analysis,44,3315,15746,Engineering,Cullen College of Engineering
ENGR,2406,Fundamentals of Digital Logic,44,3315,15746,Engineering,Cullen College of Engineering
INDE,2331,Computer Applications for Industrial Engineers,44,3315,15746,Engineering,Cullen College of Engineering
INDE,2333,Engineering Statistics I,44,3315,15746,Engineering,Cullen College of Engineering
INDE,2397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3310,Statistical Process Quality Control and Improvement,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3330,Financial and Cost Management,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3333,Engineering Economy I,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3362,Computer Aided Design/ Computer Aided Manufacturing,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3364,Engineering Statistics II,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3381,Linear Optimization,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3382,Stochastic Models,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3399,Senior Honors Thesis,44,3315,15746,Engineering,Cullen College of Engineering
INDE,3432,Manufacturing Processes,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4111,Industrial Engineering Seminar,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4315,Supply Chain Design and Management,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4320,Computer Integrated Manufacturing,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4331,Analysis of Industrial Activities,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4334,Engineering Systems Design,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4337,Human Factors and Ergonomics,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4364,Big Data and Analytics,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4369,Facilities Planning and Design,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4370,Discrete Event Simulation,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4372,Operation Control,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4374,Industrial Supervision,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4388,Engineering Leadership and Entrepreneurism,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
INDE,4398,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
INDE,5397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
MECE,2334,Thermodynamics,44,3315,15746,Engineering,Cullen College of Engineering
MECE,2336,Mechanics I,44,3315,15746,Engineering,Cullen College of Engineering
MECE,2361,Introduction to Mechanical Design,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3245,Materials Science Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3336,Mechanics II (Dynamics),44,3315,15746,Engineering,Cullen College of Engineering
MECE,3338,Dynamics and Control of Mechanical Systems,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3345,Materials Science,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3360,Experimental Methods,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3363,Introduction to Fluid Mechanics,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3369,Solid Mechanics,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3371,Numerical Methods for Mechanical Engineers,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3381,Introduction to Finite Element Methods for Mechanical Engineers,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3399,Senior Honors Thesis,44,3315,15746,Engineering,Cullen College of Engineering
MECE,3400,Intro To Mechanics,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4198,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4298,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4331,Design of Machine Elements,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4340,Mechanical Engineering Capstone I,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4341,Mechanical Engineering Capstone II,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4343,Thermal Design,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4364,Heat Transfer,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4371,Thermal-Fluids Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4372,Mechanics-Controls-Vibration Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4398,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4399,Senior Honors Thesis,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4498,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
MECE,4598,Independent Study,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5120,Nanomaterials Engineering Laboratory,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5307,Fracture of Structural Materials,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5319,Introduction to Nanotechnology,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5320,Introduction to Nanomaterials Engineering,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5321,Nanoscale Design & Fabrication,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5332,Introduction to Continuum Mechanics,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5339,Introduction to Engineering Alloys,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5363,Fluid Mechanics,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5367,Control System Analysis and Design,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5388,Intelligent Structural Systems,44,3315,15746,Engineering,Cullen College of Engineering
MECE,5397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
PETR,1111,Introduction to Petroleum Engineering,44,3315,15746,Engineering,Cullen College of Engineering
PETR,2111,Petroleum Petrophysics Lab,44,3315,15746,Engineering,Cullen College of Engineering
PETR,2311,Reservoir Petrophysics,44,3315,15746,Engineering,Cullen College of Engineering
PETR,2313,Reservoir Fluids,44,3315,15746,Engineering,Cullen College of Engineering
PETR,3310,Petroleum Production Economics,44,3315,15746,Engineering,Cullen College of Engineering
PETR,3315,Introduction to Well Logging,44,3315,15746,Engineering,Cullen College of Engineering
PETR,3318,Drilling Engineering I,44,3315,15746,Engineering,Cullen College of Engineering
PETR,3321,Petroleum Pressure Transient Testing,44,3315,15746,Engineering,Cullen College of Engineering
PETR,3362,Reservoir Engineering I,44,3315,15746,Engineering,Cullen College of Engineering
PETR,3363,Fluid Mechanics for Petroleum Engineers,44,3315,15746,Engineering,Cullen College of Engineering
PETR,3372,Petroleum Production Operation,44,3315,15746,Engineering,Cullen College of Engineering
PETR,4301,Reservoir Characterization and Modeling,44,3315,15746,Engineering,Cullen College of Engineering
PETR,4311,Petroleum Capstone Project I,44,3315,15746,Engineering,Cullen College of Engineering
PETR,4312,Petroleum Capstone Project II,44,3315,15746,Engineering,Cullen College of Engineering
PETR,5302,Reservoir Engineering II,44,3315,15746,Engineering,Cullen College of Engineering
PETR,5350,Natural Gas Engineering,44,3315,15746,Engineering,Cullen College of Engineering
PETR,5352,Shale Reservoirs,44,3315,15746,Engineering,Cullen College of Engineering
PETR,5356,Completion and Stimulation,44,3315,15746,Engineering,Cullen College of Engineering
PETR,5397,Selected Topics,44,3315,15746,Engineering,Cullen College of Engineering
SYSE,3301,Fundamentals of Systems Engineering,44,3315,15746,Engineering,Cullen College of Engineering
SYSE,3315,Systems Architecture & Design,44,3315,15746,Engineering,Cullen College of Engineering
SYSE,3340,"Systems Integration, Verfication and Validation",44,3315,15746,Engineering,Cullen College of Engineering
SYSE,3355,Systems Thinking,44,3315,15746,Engineering,Cullen College of Engineering
SYSE,4111,Systems Engineering Seminar,44,3315,15746,Engineering,Cullen College of Engineering
SYSE,4320,Project Management of Complex Systems,44,3315,15746,Engineering,Cullen College of Engineering
SYSE,4330,Healthcare Systems Engineering,44,3315,15746,Engineering,Cullen College of Engineering
SYSE,4332,Healthcare Informatics and Analytics,44,3315,15746,Engineering,Cullen College of Engineering
SYSE,4334,Systems Engineering Capstone Design,44,3315,15746,Engineering,Cullen College of Engineering
CORE,1101,College Success,44,3369,,Exploratory Studies,Exploratory Studies at UH
ENRG,3310,Introduction to Energy and Sustainability,44,3316,15952,Honors,The Honors College
ENRG,3311,Fundamentals of Sustainability,44,3316,15952,Honors,The Honors College
ENRG,3312,Politics of Energy and the Environment,44,3316,15952,Honors,The Honors College
ENRG,3377,"Energy, Society and the Middle East",44,3316,15952,Honors,The Honors College
ENRG,4302,Energy Supply Chain,44,3316,15952,Honors,The Honors College
ENRG,4320,Case Studies in Energy and Sustainability,44,3316,15952,Honors,The Honors College
ENRG,4397,Selected Topics in Energy and Sustainability,44,3316,15952,Honors,The Honors College
