TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2023,ARCH,3342,1,12376,Shape of the City,Turner,Drexel,7,4,2,0,0,0,0,3.283
Spring 2023,ARCH,6342,1,12377,Shape of the City,Turner,Drexel,2,0,0,0,0,0,0,4.0
Spring 2023,FREN,1501,5,12379,Elementary French I,Chalhoub,Rania Maria,5,6,2,3,3,0,3,2.334
Spring 2023,CHEE,8598,17,12383,Doctoral Research,Vekilov,Peter,0,0,0,0,0,5,0,
Spring 2023,FINA,8398,2,12385,Special Problems,Yerramilli,Vijay,1,0,0,0,0,0,0,4.0
Spring 2023,FINA,8398,4,12386,Special Problems,Susmel,Raul,1,0,0,0,0,0,0,4.0
Spring 2023,MSCI,1220,1,12387,Agile & Adaptive Leadership,Comiskey,Melissa C,4,0,0,0,0,0,1,3.753
Spring 2023,MSCI,1220,3,12389,Agile & Adaptive Leadership,Comiskey,Melissa C,2,2,0,0,1,0,0,2.932
Spring 2023,ECON,6340,1,12390,Health Economics,Zhivan,Natalia A,7,1,0,0,0,0,0,3.793
Spring 2023,ECON,6345,1,12391,Energy Economics,Kelly,Robert C,11,0,0,0,0,0,0,3.88
Spring 2023,MATH,4309,1,12392,Mathematical Biology,Azevedo,Ricardo,2,4,0,0,0,0,1,3.443
Spring 2023,MIS,4374,2,12394,Info Technology Project Mgmt,Campbell,Phillip James,19,13,2,0,0,0,0,3.5
Spring 2023,GEOL,1103,8,12395,Physical Geology Lab,Hauptvogel,Daniel William,13,1,0,0,0,0,1,3.905
Spring 2023,KIN,3370,1,12396,Sport Facility Management,Cho,Minseok,28,17,1,2,0,0,0,3.424
Spring 2023,FINA,7352,1,12397,Energy Derivatives,Pirrong,Stephen Craig,15,0,0,0,0,0,0,3.736
Spring 2023,CHEE,3321,1,12398,Analytical Methods Chem Engr,Grabow,Lars C,14,5,13,5,8,0,13,2.259
Spring 2023,GENB,5305,1,12399,Commercial Law,Hopkins,Troy D,4,0,0,0,0,0,0,4.0
Spring 2023,CHEM,4340,1,12400,Research Methods,Ekeoba,Jacqueline Njideka,2,0,0,0,0,0,0,4.0
Spring 2023,BIOL,4309,1,12401,Mathematical Biology,Azevedo,Ricardo,2,1,0,0,0,0,0,3.667
Spring 2023,COSC,4359,1,12402,Intermediate Game Development,Yun,Changhoon,13,12,0,0,0,0,0,3.546
Spring 2023,COSC,6359,1,12403,Intermediate Game Development,Yun,Changhoon,6,0,0,0,0,0,0,3.945
Spring 2023,PSYC,2305,2,12404,Intro to Methods in Psychology,Foss,Donald J,14,11,6,3,3,0,8,2.838
Spring 2023,PSYC,6337,1,12406,Grant Writing,Neighbors,Clayton T,16,2,0,0,0,0,0,3.907
Spring 2023,COMM,3319,1,12407,Preproduction Management,Newlin,Julye G,19,2,2,0,1,0,0,3.528
Spring 2023,MARK,6361,1,12408,Marketing Administration,Koch,Steven F,7,0,0,0,0,0,0,4.0
Spring 2023,CHEM,6115,3,12409,Sem in Chm Lab Instruct,Bean,Mary B,0,0,0,0,0,6,0,
Spring 2023,ITAL,1502,1,12411,Elementary Italian II,Ercolani,Monica,11,2,1,0,0,0,0,3.667
Spring 2023,ITAL,1502,3,12413,Elementary Italian II,Nicosia,Alda,3,4,2,0,0,0,0,3.111
Spring 2023,PSYC,2305,4,12415,Intro to Methods in Psychology,Foss,Donald J,13,17,5,2,4,0,4,2.829
Spring 2023,BIOL,3368,1,12417,Ecology,Pennings,Steven C,27,34,34,6,4,0,19,2.689
Spring 2023,BIOL,4354,1,12418,Endocrinology,Warner,Margaret,63,15,3,0,0,0,2,3.741
Spring 2023,TECH,4310,1,12419,Future of Energy & Environment,Breaux,James William,29,6,1,2,0,0,1,3.623
Spring 2023,TECH,6360,1,12420,Exp Design & Data Analysis,Schroeder,Susan L,13,6,0,0,1,0,3,3.5
Spring 2023,HDFS,2320,1,12421,Research Methods in HDFS,Rab,Saira,24,10,2,1,2,0,1,3.359
Spring 2023,HDFS,3317,1,12422,Prenatal and Infant Developmt,Wang,Jennifer L,31,10,2,1,1,0,0,3.46
Spring 2023,ACCT,3366,1,12425,Financial Reporting Frameworks,Harris,Kathleen L,14,6,3,2,1,0,6,3.205
Spring 2023,ACCT,3366,2,12426,Financial Reporting Frameworks,Harris,Kathleen L,13,8,2,3,1,0,6,3.074
Spring 2023,GENB,7305,3,12427,Commercial Law,Hopkins,Troy D,3,4,0,0,0,0,0,3.381
Spring 2023,KIN,3360,1,12428,Professional Prep for Sp Admin,Pearson,Demetrius W,10,15,21,4,4,0,3,2.414
Spring 2023,ACCT,5331,1,12429,Federal Income Tax-Individual,Fernandez,Ramon,2,4,5,0,0,0,1,2.907
Spring 2023,TEPM,6301,1,12430,Project Management Principles,Sherman,Dennis Louis,23,4,0,0,0,0,0,3.864
Spring 2023,ENGL,1302,24,12431,First Year Writing II,Downey,Carlton M,18,0,0,0,1,0,0,3.737
Spring 2023,MECE,4341,1,12432,Mechanical Engr Capstone II,Chang,Christiana,84,43,4,0,0,0,1,3.543
Spring 2023,LAW,5200,1,12433,Depositions,Morfey,Michael D,3,4,0,0,0,4,0,3.523
Spring 2023,GHL,6330,1,12434,Statistical Analysis in Hosp.,Draper,Jason A,10,2,1,0,0,0,0,3.667
Spring 2023,GHL,6364,1,12435,Hosp. Managerial Accounting,Johnson,Tucker A,5,1,0,0,0,0,0,3.833
Spring 2023,NUTR,4334,1,12436,Community Nutrition,Cepni,Aliye Beyza,54,51,22,8,9,0,3,2.866
Spring 2023,PEP,6321,2,12437,Sport in Cont Society,Pearson,Demetrius W,3,6,2,0,0,0,1,3.121
Spring 2023,BIOL,1307,5,12438,Biology for Science Majors II,Farmer,Lisa M,61,88,79,28,16,0,10,2.537
Spring 2023,MECE,4372,1,12439,Mechs-Cntrls-Vibrtn Lab,Song,Gangbing,15,31,7,0,0,0,0,3.126
Spring 2023,AAS,2320,5,12440,Intro To African American Stdy,Raynor,Autumn Fawn,30,5,1,0,1,0,2,3.676
Spring 2023,CHEE,2331,1,12441,Chemical Processes,Kowal,Marsha Christine,10,10,12,3,4,0,2,2.462
Spring 2023,AFSC,4302,1,12443,National Security Affairs II,Manning,Matthew,4,0,0,0,0,0,0,3.753
Spring 2023,MARK,7368,1,12445,Integrated Marketng Commncatns,Morabito,Philip A,30,10,0,0,0,0,0,3.659
Spring 2023,POLS,3311,1,12446,Intro Compar Politics,Jung,Jae Hee,29,3,3,1,2,0,0,3.422
Spring 2023,CNST,1315,1,12447,Project Drawings and Graphics,Clark,Peter J,16,8,6,0,2,0,2,3.094
Spring 2023,CNST,2345,1,12448,Contract Doc Capital Projects,Beadle,Dwight D,24,7,1,0,0,0,1,3.719
Spring 2023,CNST,3365,1,12449,Cost Estimating Capital Projec,Glumac,Carmel,5,6,6,1,0,0,1,2.888
Spring 2023,FINA,3332,1,12450,Prin of Financial Management,Blanchfield,Craig,17,5,2,0,0,0,0,3.666
Spring 2023,ACCT,3366,3,12451,Financial Reporting Frameworks,Parthasarathy,Kiran M,48,12,9,7,2,0,8,3.239
Spring 2023,MECE,4331,1,12452,Design of Machine Elements,Wang,Su Su,16,30,22,3,0,0,7,2.822
Spring 2023,FINA,4320,2,12454,Investment Management,Gargano,Antonio,4,3,0,0,0,0,0,3.571
Spring 2023,ENGL,2306,2,12455,Intro To Poetry,Priest,Joy M,21,0,1,0,2,0,2,3.556
Spring 2023,BCHS,3201,10,12458,Biochemistry I Laboratory,Pattison,Donna,11,8,2,1,2,0,0,2.987
Spring 2023,CNST,2325,1,12463,Process and Industrial Subsyst,Zayas,Frederick A,0,12,7,2,0,0,0,2.602
Spring 2023,ELED,3322,3,12464,Elem Reading Phonics Instructn,Alba,Celeste,21,3,2,0,0,0,0,3.731
Spring 2023,PHOP,8399,13,12465,Doctoral Dissertation,Patel,Nimesh Bhikhu,2,0,0,0,0,0,0,4.0
Spring 2023,PHYS,1101,12,12474,College Physics I (lab),Wood,Lowell T,1,13,9,0,0,0,0,2.738
Spring 2023,PHYS,1101,13,12475,College Physics I (lab),Wood,Lowell T,0,10,9,0,0,0,3,2.683
Spring 2023,ECE,5320,1,12476,Intro to Nanomatierials Engr,Bao,Jiming,2,2,0,0,0,0,0,3.5
Spring 2023,CNST,6390,1,12479,Leadership for Const Managers,Connors,Jayme P,20,1,0,0,1,0,0,3.773
Spring 2023,DIGM,4396,30,12480,Internship in Digital Media,Liao,Tony Chung-Li,13,2,0,0,0,0,0,3.801
Spring 2023,ELET,2103,1,12483,Digital Systems Laboratory,Abdelhadi,Ahmed,9,8,1,0,0,0,0,3.426
Spring 2023,ENGI,2304,4,12485,Technical Communications,Ellis,Kelly Ann,20,1,1,2,1,0,0,3.414
Spring 2023,ACCT,7398,2,12487,Research,Kilic,Emre,1,0,0,0,0,0,0,4.0
Spring 2023,ARCH,5500,11,12491,Architecture Design Studio IX,Lutz,Shawn M,13,2,0,0,0,0,0,3.691
Spring 2023,PHAR,5668,1,12493,Managed Care Pharmacy,Tolleson,Shane Russell,3,1,0,0,0,0,0,3.75
Spring 2023,ELET,2300,1,12494,Introductn To C++ Programming,Hu,Bin,10,12,14,6,3,0,4,2.393
Spring 2023,ECON,8361,1,12496,Workshop Research Methods III,Maheshri,Vikram,8,0,0,0,0,0,0,4.0
Spring 2023,MATH,3339,3,12497,Statistics for the Sciences,Labate,Demetrio,20,8,8,2,7,0,4,2.711
Spring 2023,ARCH,5500,5,12499,Architecture Design Studio IX,Story,Jon Kevin,18,0,0,0,0,0,1,3.963
Spring 2023,INDS,4180,1,12501,Design Internship,McEuen,Aaron Ross,3,0,0,0,0,0,1,4.0
Spring 2023,INDE,6361,1,12502,Prod Planning & Invent Control,Rypien,David V,76,5,0,0,0,0,0,3.942
Spring 2023,SPAN,1502,9,12503,Elementary Spanish II,Perez Vigil De Mostaccero,Sylvia Rossana,7,5,6,1,4,0,0,2.492
Spring 2023,FREN,2312,2,12505,Intermediate French II,Green,Viola V,3,8,3,1,2,0,1,2.491
Spring 2023,PHAR,5672,1,12506,Clinical Pharmaceutical Resch,Tolleson,Shane Russell,1,0,0,0,0,0,0,4.0
Spring 2023,PHAR,5660,1,12507,Pharmaceutical Industry,Tolleson,Shane Russell,1,0,0,0,0,0,0,4.0
Spring 2023,PHAR,5663,2,12508,Pharmacy Management,Truong,Mabel,2,0,0,0,0,0,0,4.0
Spring 2023,PHAR,5673,1,12509,Veterinary Pharmaceutical Care,Tolleson,Shane Russell,1,0,0,0,0,0,0,4.0
Spring 2023,GEOL,1302,1,12511,Intro To Global Climate Change,Wang,Yuxuan,96,197,34,0,4,0,11,3.138
Spring 2023,SCM,4301,1,12512,Logistics Management,Tibodeau,Dale,11,36,2,1,0,0,2,3.153
Spring 2023,SCM,4330,1,12513,Bus Modeling and Dec Analysis,Cossick,Kathy L,2,2,0,0,0,0,2,3.583
Spring 2023,SCM,4330,2,12514,Bus Modeling and Dec Analysis,Chin,Wynne W,21,16,8,8,2,0,5,2.812
Spring 2023,SCM,4351,1,12515,Stratgic Sourcing & Spend Anal,Wayhan,Victor Brian,35,10,2,0,0,0,0,3.674
Spring 2023,SCM,4351,2,12516,Stratgic Sourcing & Spend Anal,Wayhan,Victor Brian,33,14,2,0,0,0,1,3.612
Spring 2023,GEOL,4331,1,12517,Geospatial Analysis & App.,Khan,Shuhab D,12,18,4,0,0,0,3,3.245
Spring 2023,GEOL,6388,1,12518,Geospatial Analysis,Khan,Shuhab D,10,1,0,0,0,0,0,3.909
Spring 2023,BIOL,4340,1,12519,Research Methods,Ekeoba,Jacqueline Njideka,7,1,0,0,0,0,0,3.834
Spring 2023,CUIN,3347,2,12521,Reading in the Content Area,Schorzman,Emma,34,0,0,0,0,0,1,3.961
Spring 2023,SPAN,3307,2,12522,Public Speaking in Spanish,Quintanilla,Guadalupe C,10,5,0,0,0,0,0,3.557
Spring 2023,CUIN,4361,1,12523,Second Language Methodology,Elshafie,Marwa,34,3,1,0,0,0,0,3.825
Spring 2023,CUIN,4375,5,12524,Classroom Management,Snead,Lauren Oropeza,22,3,1,0,0,0,0,3.795
Spring 2023,PUBL,6325,1,12525,Capstone Problem Project,Koelling,Peter,0,0,0,0,0,0,0,
Spring 2023,BIOL,2321,1,12526,Microbiology for Science Major,Knapp,Richard D,36,37,31,19,8,0,9,2.547
Spring 2023,INTB,3355,1,12527,Global Environment of Business,Thompson,Joseph Lee,23,0,1,0,0,0,0,3.917
Spring 2023,ELED,4310,1,12528,Reading/Language in Elementary,Tyson,Eleanore S,28,4,0,0,0,0,0,3.782
Spring 2023,SOCW,8327,1,12529,Grant Writing,Gearing,Robin Edward,7,0,0,0,0,0,0,4.0
Spring 2023,ACCT,2301,2,12530,Prin of Financial Accounting,Goble,Samuel,16,23,15,4,1,0,10,2.92
Spring 2023,BIOL,1307,3,12531,Biology for Science Majors II,Gifford,Jenifer Beth,88,87,54,35,10,0,8,2.753
Spring 2023,SOCW,7324,2,12533,Clinical Apps of DSM in SW,Charles,Janea Nicole Adams,29,0,0,0,0,0,0,4.0
Spring 2023,SOCW,7324,3,12534,Clinical Apps of DSM in SW,Brown,Marcus D,22,5,0,0,0,0,0,3.815
Spring 2023,MIS,3370,2,12535,Info Systems Development Tools,Oladeji,Oyebisi Olufoyeke,18,13,13,4,1,0,15,2.878
Spring 2023,GEOL,1103,1,12536,Physical Geology Lab,Hauptvogel,Daniel William,10,5,2,0,2,0,1,3.123
Spring 2023,EDUC,1301,2,12537,Intro to Teaching Profession,Ronduen,Lionnel Ganir,16,5,5,2,2,0,1,2.934
Spring 2023,SOCW,7325,2,12538,Assessment in SW Practice,Parks,Steven Lee,17,0,0,0,0,0,0,4.0
Spring 2023,SOCW,7334,1,12539,Social Work Leadership,Pang,Melanie Espinosa,23,0,0,0,0,0,0,4.0
Spring 2023,ACCT,2302,4,12541,Prin of Managerial Accounting,Seltz,Joe D,21,10,6,1,2,0,2,3.2
Spring 2023,NUTR,4333,1,12542,Med Nutr Therapy-Cardiovascula,Scott,Claudia W,8,9,2,1,1,0,3,2.969
Spring 2023,ECE,3155,1,12543,Electronics Laboratory,Wolfe,John C,44,0,0,1,0,0,0,3.823
Spring 2023,HRD,3351,1,12544,Instructional Design for HRD,Pereira-Leon,Maura Josefina,11,15,9,3,1,0,0,2.854
Spring 2023,PHYS,2326,1,12546,University Physics II(lecture),Chen,Shuo,17,25,31,4,4,0,12,2.523
Spring 2023,MATH,1314,10,12548,College Algebra,Constante,Beatrice,15,4,3,4,4,0,7,2.711
Spring 2023,MATH,1324,10,12549,Finite Math with Applications,Sosa,Moses,36,16,16,28,24,0,30,2.067
Spring 2023,MATH,2312,8,12550,Precalculus,Chang,James A,22,8,8,18,22,0,44,1.829
Spring 2023,MATH,1342,7,12551,Elementary Statistical Methods,Caputo,Matthew G,30,36,24,10,20,0,34,2.372
Spring 2023,PSYC,2305,6,12553,Intro to Methods in Psychology,Wang,Carol,36,12,2,4,2,0,3,3.328
Spring 2023,PETR,2313,1,12554,Reservoir Fluids,Dindoruk,Birol,4,2,1,0,0,0,1,3.523
Spring 2023,PETR,3321,1,12555,Petr Pressure Trans Testing,Ehlig-Economides,Christine A,4,8,4,0,0,0,0,3.021
Spring 2023,BIOE,6298,1,12558,Research,Akay PhD,Metin,0,0,0,0,0,0,0,
Spring 2023,BIOE,8198,1,12563,Doctoral Research,Akay PhD,Metin,0,0,0,0,0,1,0,
Spring 2023,BIOE,8298,1,12565,Doctoral Research,Akay PhD,Metin,0,0,0,0,0,2,0,
Spring 2023,BIOE,8298,2,12566,Doctoral Research,Mohan,Chandra,0,0,0,0,0,1,0,
Spring 2023,BIOE,8398,1,12567,Doctoral Research,Akay PhD,Metin,0,0,0,0,0,3,0,
Spring 2023,BIOE,8398,2,12568,Doctoral Research,Mohan,Chandra,0,0,0,0,0,1,0,
Spring 2023,BIOE,8399,1,12569,Doctoral Dissertation,Akay PhD,Metin,0,0,0,0,0,1,0,
Spring 2023,BIOE,8399,2,12570,Doctoral Dissertation,Wu,Tianfu,1,0,0,0,0,0,0,4.0
Spring 2023,BIOE,8598,1,12572,Doctoral Research,Akay PhD,Metin,0,0,0,0,0,4,0,
Spring 2023,BIOE,8598,2,12573,Doctoral Research,Mohan,Chandra,0,0,0,0,0,1,0,
Spring 2023,COMD,4382,2,12577,Aural Rehabilitation,Andrews,Chereece N,49,3,1,0,0,0,0,3.85
Spring 2023,CHEE,8598,18,12578,Doctoral Research,Willson,Richard,0,0,0,0,0,1,0,
Spring 2023,SCLT,2362,32,12581,Intro To Logistics Technology,Kidd,Margaret A,12,18,15,3,2,0,0,2.634
Spring 2023,SCLT,2380,30,12582,Distribution Channels,Hu,Minxiang,57,24,2,1,6,0,3,3.264
Spring 2023,GHL,2350,1,12583,Mgmt Principles in Hospitality,Liu,Wenfang,16,3,1,0,0,0,0,3.651
Spring 2023,GHL,4355,1,12584,Event Administration,Kenyan,Erin Oeser,15,1,0,0,0,0,0,3.917
Spring 2023,HON,4315,1,12585,Artists and Their Regions,Cremins,Robert Paul,14,0,2,0,0,0,0,3.709
Spring 2023,CNST,1301,1,12586,Constructn Materials & Methods,Zaheri,Mohammad J,49,50,10,1,4,0,1,3.196
Spring 2023,CNST,2321,1,12587,Mechanical & Electrical System,Beadle,Dwight D,60,19,5,0,0,0,1,3.655
Spring 2023,CNST,2351,1,12588,Construction Estimating I,Liggin,Gregory G,11,42,13,2,0,0,1,2.912
Spring 2023,CNST,3265,1,12589,Construction Layout & Site Dvp,Moghaddam,Hassan,5,27,11,0,0,0,2,2.868
Spring 2023,CNST,4302,1,12590,Construction Law and Ethics,Ducran,Denis George,30,43,15,0,1,0,1,3.124
Spring 2023,CNST,4331,1,12591,Construction Management II,Khan,Taimoor,6,3,0,0,0,0,1,3.593
Spring 2023,CIS,2332,2,12593,Info Tech Hdwr & Systems Sftwr,Ratner,Edward,138,60,22,8,14,0,2,3.199
Spring 2023,CIS,2334,30,12594,Information Systems Applicatns,Lendasse,Amaury,83,47,31,9,14,0,18,2.892
Spring 2023,CIS,2337,30,12596,Fund of Information Security,Lee,Kyu In,67,45,13,2,7,0,3,3.155
Spring 2023,CIS,2348,1,12597,Info Systems Appl Development,Ratner,Edward,14,20,13,5,8,0,3,2.362
Spring 2023,CIS,3343,31,12598,Info Systems Analysis & Design,Faiyaz,Sajida,13,18,5,0,0,0,1,3.341
Spring 2023,CIS,3347,31,12599,IS Infrastructure and Networks,Peddoju,Suresh Kumar,14,17,6,3,1,0,2,2.976
Spring 2023,SCLT,3384,31,12601,Logistics Tech and Processes,Bian,Zheyong,42,9,3,0,1,0,0,3.631
Spring 2023,SCLT,3387,30,12602,Procurement,Elliott,Stephen Dwight,26,19,5,1,1,0,1,3.308
Spring 2023,ENGL,2305,1,12603,Intro To Fiction,Julian,Jennifer La'Vonne,22,4,1,0,0,0,3,3.802
Spring 2023,MIS,4378,2,12604,Admin of Computer-Based MIS,Porra,Jaana,40,1,0,0,0,0,0,3.96
Spring 2023,ENGL,1302,4,12605,First Year Writing II,Worley,Sharon J,10,6,2,1,2,0,3,2.953
Spring 2023,SCLT,4312,30,12606,Inventory & Materials Handling,Hu,Minxiang,29,20,4,2,2,0,0,3.188
Spring 2023,TEPM,6307,1,12607,Advanced Project Management,Sherman,Dennis Louis,1,0,0,0,0,0,0,4.0
Spring 2023,COMM,3321,1,12608,Single Camera Studio Productn,Houk,Keith R,23,0,0,0,0,0,0,4.0
Spring 2023,ANTH,2301,1,12610,Intro to Physical Anthropology,McElvaney,Katherine Anne,15,7,7,4,1,0,1,2.912
Spring 2023,PHYS,1101,14,12611,College Physics I (lab),Wood,Lowell T,0,15,3,2,0,0,4,2.65
Spring 2023,PHYS,1101,15,12612,College Physics I (lab),Wood,Lowell T,0,13,6,0,1,0,2,2.6
Spring 2023,PHYS,1101,16,12613,College Physics I (lab),Wood,Lowell T,2,8,9,0,1,0,2,2.583
Spring 2023,BIOL,4103,2,12614,Integration Biol Knowledge,Wayne,Chad M,72,20,3,0,1,0,1,3.701
Spring 2023,BIOL,2121,1,12615,Microbiology for Science Major,Knapp,Richard D,5,8,6,0,0,0,1,3.034
Spring 2023,BIOL,2121,2,12616,Microbiology for Science Major,Knapp,Richard D,14,4,2,0,0,0,1,3.468
Spring 2023,BIOL,2121,3,12617,Microbiology for Science Major,Knapp,Richard D,16,6,2,0,0,0,0,3.556
Spring 2023,BIOL,2121,4,12618,Microbiology for Science Major,Knapp,Richard D,8,14,0,1,0,0,0,3.261
Spring 2023,BIOL,2121,5,12619,Microbiology for Science Major,Knapp,Richard D,9,7,2,0,0,0,0,3.462
Spring 2023,BIOL,2121,6,12620,Microbiology for Science Major,Knapp,Richard D,11,3,6,0,1,0,1,3.095
Spring 2023,BIOL,2121,7,12621,Microbiology for Science Major,Knapp,Richard D,12,4,4,0,0,0,1,3.334
Spring 2023,BIOL,2121,8,12622,Microbiology for Science Major,Knapp,Richard D,17,5,2,0,0,0,0,3.611
Spring 2023,CHEM,2123,8,12623,Organic Chemistry Lab I,Bean,Mary B,2,10,8,0,0,0,2,2.717
Spring 2023,CHEM,1112,27,12624,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,7,3,0,1,0,1,2.867
Spring 2023,CHEM,3119,2,12627,Anlytical Chemistry Lab,Czader,Arkadiusz,1,9,0,0,0,0,0,3.067
Spring 2023,BIOL,1107,23,12628,Biology for Science Majors II,Medrano,Ana I,17,2,2,2,0,0,0,3.478
Spring 2023,BIOL,1107,24,12629,Biology for Science Majors II,Medrano,Ana I,19,5,0,0,0,0,0,3.778
Spring 2023,BIOL,1107,25,12630,Biology for Science Majors II,Medrano,Ana I,21,3,0,0,0,0,0,3.889
Spring 2023,BIOL,1107,26,12631,Biology for Science Majors II,Medrano,Ana I,16,4,3,0,1,0,0,3.389
Spring 2023,BIOL,1107,27,12632,Biology for Science Majors II,Medrano,Ana I,19,4,0,1,0,0,0,3.695
Spring 2023,BIOL,1107,28,12633,Biology for Science Majors II,Medrano,Ana I,17,6,0,0,0,0,1,3.753
Spring 2023,BIOL,1107,29,12634,Biology for Science Majors II,Medrano,Ana I,18,5,0,0,0,0,0,3.797
Spring 2023,BIOL,1107,30,12635,Biology for Science Majors II,Medrano,Ana I,19,4,1,0,0,0,0,3.709
Spring 2023,BIOL,1107,31,12636,Biology for Science Majors II,Medrano,Ana I,17,5,1,0,1,0,0,3.528
Spring 2023,BIOL,1107,32,12637,Biology for Science Majors II,Medrano,Ana I,13,3,3,0,0,0,4,3.439
Spring 2023,CHEM,1105,3,12638,Foundations of Chem Lab,Zaitsev,Vladimir G,1,12,0,0,0,0,5,3.077
Spring 2023,CHEM,1105,4,12639,Foundations of Chem Lab,Zaitsev,Vladimir G,3,11,3,0,0,0,0,3.155
Spring 2023,ACCT,5367,1,12640,Intermediate Accounting I,Kuruvilla,Mohan,2,4,1,0,0,0,1,3.237
Spring 2023,CHEM,1111,12,12641,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,10,2,1,0,0,0,3.14
Spring 2023,CHEM,1111,13,12642,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,11,2,0,0,0,2,3.104
Spring 2023,CHEM,1111,15,12643,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,8,1,1,2,0,3,2.729
Spring 2023,CHEM,1112,28,12644,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,11,2,1,1,0,1,2.825
Spring 2023,CHEM,1112,29,12645,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,9,2,0,0,0,2,3.095
Spring 2023,CHEM,1112,30,12646,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,7,4,0,1,0,2,2.711
Spring 2023,CHEM,1112,31,12647,Fundamentals of Chm Lab,Zaitsev,Vladimir G,2,8,1,0,0,0,4,3.091
Spring 2023,CHEM,1112,34,12648,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,12,0,0,1,0,1,3.297
Spring 2023,BIOL,1107,33,12649,Biology for Science Majors II,Medrano,Ana I,11,9,1,0,0,0,2,3.492
Spring 2023,BIOL,1107,34,12650,Biology for Science Majors II,Medrano,Ana I,16,5,0,0,1,0,2,3.546
Spring 2023,BIOL,1107,35,12651,Biology for Science Majors II,Medrano,Ana I,20,4,0,0,0,0,0,3.792
Spring 2023,BIOL,1107,36,12652,Biology for Science Majors II,Medrano,Ana I,15,6,1,1,0,0,1,3.479
Spring 2023,BIOL,2102,14,12653,Anatomy & Physiology II (lab),Gill,Tejendra,4,6,8,3,1,0,2,2.409
Spring 2023,BIOL,2102,16,12654,Anatomy & Physiology II (lab),Gill,Tejendra,6,10,5,0,1,0,2,2.954
Spring 2023,BIOL,1107,37,12655,Biology for Science Majors II,Medrano,Ana I,20,1,1,0,1,0,1,3.681
Spring 2023,BIOL,1107,38,12656,Biology for Science Majors II,Medrano,Ana I,12,11,0,0,1,0,0,3.306
Spring 2023,BIOL,1107,40,12657,Biology for Science Majors II,Medrano,Ana I,21,0,1,0,0,0,1,3.864
Spring 2023,BIOL,1107,39,12658,Biology for Science Majors II,Medrano,Ana I,18,3,1,1,1,0,0,3.514
Spring 2023,PHCA,8698,2,12661,Doctoral Dissertation Research,Aparasu,Rajender R,1,0,0,0,0,0,0,4.0
Spring 2023,PHCA,8698,3,12662,Doctoral Dissertation Research,Thornton,James D,1,0,0,0,0,0,0,4.0
Spring 2023,PHCA,8698,4,12663,Doctoral Dissertation Research,Sansgiry,Sujit Sharad,1,0,0,0,0,0,0,4.0
Spring 2023,HON,3361,1,12664,Global Engagement and Research,Miljanic,Andra Olivia,7,4,1,0,0,0,0,3.5
Spring 2023,BIOL,1107,41,12665,Biology for Science Majors II,Medrano,Ana I,17,4,0,0,0,0,2,3.731
Spring 2023,BIOL,1107,42,12666,Biology for Science Majors II,Medrano,Ana I,19,1,2,0,1,0,0,3.637
Spring 2023,BIOL,1107,43,12667,Biology for Science Majors II,Medrano,Ana I,16,4,3,0,1,0,0,3.389
Spring 2023,BIOL,1107,44,12668,Biology for Science Majors II,Medrano,Ana I,10,7,2,0,0,0,3,3.404
Spring 2023,ENGL,2305,5,12670,Intro To Fiction,Zamora,Lois,7,7,3,2,6,0,1,2.201
Spring 2023,ENGL,1302,5,12671,First Year Writing II,Anderson,Claire F,9,7,0,0,1,0,2,3.295
Spring 2023,ENGL,1302,6,12672,First Year Writing II,Kroger,Ann Gabriel,7,7,1,0,1,0,3,3.064
Spring 2023,ENGL,1302,13,12674,First Year Writing II,Alcorn III,Charles William,17,0,0,0,2,0,0,3.492
Spring 2023,ENGL,1302,29,12675,First Year Writing II,Rizzo,Kaitlin M,18,1,0,0,0,0,0,3.947
Spring 2023,SPAN,1501,17,12678,Elementary Spanish I,Miranda Moreno,Sujaila Abigail,14,3,5,0,3,0,1,2.947
Spring 2023,ECE,2201,2,12682,Circuit Analysis I,Shattuck,David P,10,20,9,12,2,0,8,2.453
Spring 2023,SCM,4380,1,12683,Enterprise Resource Planning,Pendyala,Raja,21,32,11,0,0,0,1,3.161
Spring 2023,CIS,6396,1,12684,Internship in Infor. Security,Conklin,William A,1,0,0,0,0,0,0,4.0
Spring 2023,KIN,4398,3,12688,Independent Study,Cottingham,Michael,4,0,0,0,0,0,0,4.0
Spring 2023,PSYC,8999,3,12689,Doctoral Dissertation,Alfano,Candice A,0,0,0,0,0,2,0,
Spring 2023,RELS,2310,1,12690,Bible and Western Culture I,Tamber-Rosenau,Caryn M,14,9,2,1,2,0,1,3.072
Spring 2023,EDUC,4314,2,12691,Student Teaching Sec,Evans,Paige K,28,6,0,0,1,0,1,3.686
