department,catalogNumber,description,catoid,coid,coreCode,coreArea,groupNavoid,groupTitle
WCL,3348,Enlightenment Stories,36,174139,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4351,Frames of Modernity I,36,173430,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4352,Frames of Modernity II - Postmodernity and Globalization,36,173431,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4356,World Film & Film Theory,36,173433,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4365,World Fiction & Reportage,36,173436,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
WCL,4367,Voices from Exile and Diaspora,36,173437,81,Writing in the Disciplines,13129,2020-2021 Undergraduate Catalog
BUSI,2305,Business Statistics,36,184550,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
COSC,1306,Computer Science & Programming,36,170801,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
CUIN,2320,Mathematics for Elementary and Middle School Teachers,36,174137,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
ECON,2370,Introduction to Economic Data Analysis,36,171028,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
ELET,2300,Introduction to C++ Programming,36,171173,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1312,Introduction to Mathematical Reasoning,36,172367,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1313,Finite Math with Applications,36,172368,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1314,Calculus for Business and the Life Sciences,36,172369,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1330,Precalculus,36,172370,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1431,Calculus I,36,172372,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1432,Calculus II,36,172373,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1450,Accelerated Calculus,36,172374,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,1451,Accelerated Calculus,36,172375,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
MATH,2311,Introduction to Probability and Statistics,36,172377,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
PHIL,1321,Logic I,36,172732,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
POLS,3312,"Arguments, Data, and Politics",36,172865,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
POLS,3316,Statistics for Political Scientists,36,172869,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
PSYC,3301,Introduction to Psychological Statistics,36,172970,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
TMTH,3360,Applied Technical Statistics,36,173446,91,Mathematics/Reasoning,13128,2020-2021 Undergraduate Catalog
ENGL,1301,First Year Writing I,41,194604,10,Communication,14726,2021-2022 Undergraduate Catalog
ENGL,1302,First Year Writing II,41,194605,10,Communication,14726,2021-2022 Undergraduate Catalog
MATH,1324,Finite Math with Applications,41,195725,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1325,Calculus for Business & Social Sciences,41,195726,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1332,Elementary Mathematical Modeling,41,195723,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1342,Elementary Statistical Methods,41,195734,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,1351,Introduction to Mathematical Reasoning,41,195724,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,2312,Precalculus,41,195727,20,Mathematics,14727,2021-2022 Undergraduate Catalog
MATH,2413,Calculus I,41,195729,20,Mathematics,14727,2021-2022 Undergraduate Catalog
BIOL,1306,Biology for Science Majors I (lecture),41,193688,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,1307,Biology for Science Majors II (lecture,41,193689,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,1308,Biology for Non-Science Majors I (lecture),41,193683,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
BIOL,1319,Human Genetics and Society,41,193682,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
CHEM,1305,Foundations of Chemistry,41,193852,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
CHEM,1311,Fundamentals of Chemistry,41,193854,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
CHEM,1312,Fundamentals of Chemistry 2,41,193855,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1303,Physical Geology,41,194855,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1304,Historical Geology,41,194859,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1345,Introduction to Oceanography,41,194858,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
GEOL,1347,Introduction To Meteorology,41,194857,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,1303,Stars and Galaxies,41,196178,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,1304,Solar System,41,196177,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,2325,University Physics I (lecture),41,196179,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
PHYS,2326,University Physics II (lecture),41,196180,30,Life and Physical Sciences,14728,2021-2022 Undergraduate Catalog
ARTS,1303,Art History I (Prehistoric to the 14th Century),41,193598,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
CHIN,3352,Chin Cul & Soc Thru Mod Lit,41,193918,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
CHIN,3360,A Look Into Modern China,41,193920,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ENGL,2314,Literature and Identity,41,194627,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2311,Western Civilization to 1450,41,195052,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2312,Western Civilization from 1450,41,195053,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2321,The Study of Early Civilizations,41,195054,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
HIST,2322,Modern Civilizations,41,195055,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
RELS,2336,Introduction to Jewish Studies,41,201513,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
WCL,2380,Introduction to Jewish Studies,41,196764,40,"Language, Philosophy & Culture",14725,2021-2022 Undergraduate Catalog
ARED,2310,Introduction to Critical Visual Culture,41,201442,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
ARTS,1304,Art History II (15th Century to the Present),41,193599,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
DANC,2303,Introduction to Dance,41,194325,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
DANC,2323,Dance in Film and Cinematic Media,41,201455,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
DANC,3310,Dance History I,41,194338,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
DRAM,1310,Introduction to Theatre,41,196630,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
HON,3310,Creativity at Work,41,195207,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
MUSI,1307,Listening to Classical Music,41,195970,50,Creative Arts,14729,2021-2022 Undergraduate Catalog
HIST,2301,Texas History to 1865,41,195050,60,American History,14730,2021-2022 Undergraduate Catalog
HIST,2302,Texas Since 1865,41,195051,60,American History,14730,2021-2022 Undergraduate Catalog
GOVT,2305,"US Government: Congress, President, & Courts",41,196216,70,Government/Political Science,14731,2021-2022 Undergraduate Catalog
GOVT,2306,US and Texas Constitution and Politics,41,196215,70,Government/Political Science,14731,2021-2022 Undergraduate Catalog
ANTH,2346,Introduction to Anthropology,41,193330,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ANTH,2351,Introduction to Cultural Anthropology,41,193332,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ECON,2302,Principles of Microeconomics,41,194383,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ENTR,3310,Entrepreneurship,41,194729,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
ENTR,3311,Technology Entrepreneurship,41,197504,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
HDFS,2314,Introduction to Human Development and Interventions,41,195357,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
PSYC,2301,Introduction to Psychology,41,196320,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
PSYC,2307,Psychology of Adolescence,41,196325,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
PSYC,2308,Child Development,41,196324,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
SOCI,1301,Introduction To Sociology,41,196437,80,Social and Behavioral Sciences,14732,2021-2022 Undergraduate Catalog
CHIN,3354,Chinese Culture and Language,41,193919,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
DANC,2303,Introduction to Dance,41,194325,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
DANC,3310,Dance History I,41,194338,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HIST,2328,Chicano History since 1910,41,195090,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
HON,3310,Creativity at Work,41,195207,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
IART,2300,The Arts in Houston,41,201493,81,Writing in the Disciplines,14734,2021-2022 Undergraduate Catalog
COSC,1336,Computer Science and Programming,41,194158,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
CUIN,1350,Mathematics for Teachers 1,41,197493,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1324,Finite Math with Applications,41,195725,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1325,Calculus for Business & Social Sciences,41,195726,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1342,Elementary Statistical Methods,41,195734,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,1351,Introduction to Mathematical Reasoning,41,195724,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,2312,Precalculus,41,195727,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,2413,Calculus I,41,195729,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,2414,Calculus II,41,195730,91,Mathematics/Reasoning,14733,2021-2022 Undergraduate Catalog
MATH,2450,Accelerated Calculus I,44,212300,20,Mathematics,15889,2022-2023 Undergraduate Catalog
CHEM,1321,Honors Fundamentals of Chemistry 1,44,226239,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
CHEM,1322,Honors Fundamentals of Chemistry 2,44,226240,30,Life and Physical Sciences,15890,2022-2023 Undergraduate Catalog
CHIN,3344,Modern and Contemporary Global Chinese Literature,44,214580,40,"Language, Philosophy & Culture",15887,2022-2023 Undergraduate Catalog
HIST,1301,The U.S. to 1877,44,211614,60,American History,15892,2022-2023 Undergraduate Catalog
HIST,1302,The U.S. Since 1877,44,211615,60,American History,15892,2022-2023 Undergraduate Catalog
GHL,2365,Tourism,44,211803,80,Social and Behavioral Sciences,15894,2022-2023 Undergraduate Catalog
CHIN,3344,Modern and Contemporary Global Chinese Literature,44,214580,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
GHL,3358,Hospitality Industry Law,44,211843,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
PSYC,2320,Abnormal Psychology,44,212920,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
PSYC,4344,Cultural Psychology,44,212892,81,Writing in the Disciplines,15896,2022-2023 Undergraduate Catalog
MATH,2450,Accelerated Calculus I,44,212300,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
MATH,2451,Accelerated Calculus II,44,212301,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
PSYC,2317,Introduction to Psychology Statistics,44,212896,91,Mathematics/Reasoning,15895,2022-2023 Undergraduate Catalog
